"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Fats and Oils","pHILIC_740.522_4.4",-0.375213302008458,0.000129868603003892,0.00223030658452178,"740.522_4.4","PC(33:4)",NA,NA,NA,NA,"-0.655647531","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PC(33:4)",1396459.05666167
"Fruits","nRPLC_172.9914_0.9",-0.379458159376696,0.000107271922384201,0.00226611936036624,"172.9914_0.9","Phenol sulphate","C00850","HMDB60015",NA,"HMDB","0.003620717","nRPLC",1e+06,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Phenol sulphate",2244594.12642679
"Dairy_Products","nHILIC_165.0405_8.5",-0.385517059555585,8.12833364671264e-05,0.00228948064382406,"165.0405_8.5","Arabonate | Xylonate",NA,NA,NA,NA,"0.252626081586609|0.252626081586609|-4.97718186883818|0.252626081586609|0.252626081586609|0.252626081586609","nHILIC",5e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabonate | Xylonate",591701.938217125
"Meat_Poultry","nHILIC_235.0723_6.5",0.375990232264089,0.000125428025508808,0.00229715591860078,"235.0723_6.5","L-Formylkynurenine","C02700","HMDB60485",NA,"HMDB","-0.537454362","nHILIC",90000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","L-Formylkynurenine",140995.630104424
"Meat_Poultry","pRPLC_706.4648_11.2",0.374192244543019,0.000135926385716023,0.00229715591860078,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678
"Snacks","pHILIC_738.5403_4.4",-0.360490538822427,0.00024702413657487,0.00231928217117517,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207
"Tea","nRPLC_448.3069_9.4",0.376090070112036,0.000124867725956499,0.0023447384096276,"448.3069_9.4","Chenodeoxycholic acid glycine conjugate","C05466","HMDB00637","640-79-9","HMDB","0.12576723","nRPLC",2e+06,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic acid glycine conjugate",3351197.0866318
"Tea","pHILIC_778.5358_5.1",-0.378061039035372,0.000114270970268172,0.0023447384096276,"778.5358_5.1","PC(36:6)",NA,NA,NA,NA,"-3.003008816","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(36:6)",181056.080780301
"Legume_Products","nRPLC_377.2696_10.5",0.3759902642508,0.000125427845623361,0.0023552562122609,"377.2696_10.5","MG(20:4)",NA,"HMDB04666","53847-30-6","HMDB","-0.342881119","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:4)",69317.8171140673
"Nuts_Seeds","nHILIC_133.0506_2.3",-0.37333127920192,0.000141236892521587,0.00238690348361481,"133.0506_2.3","2,3-Dihydroxyvaleric acid","C04039","HMDB00421","26386-47-0","HMDB","-0.214892254","nHILIC",70000,"[M-H]-","YES","Y","Cofactors and Vitamins","Pantothenate and CoA Metabolism","2,3-Dihydroxyvaleric acid",362197.295723164
